Time,Voltage
0.02440244,167.2833944
0.02450245,171.1544051
0.02460246,175.1173575
0.02470247,179.020916
0.02480248,182.7163607
0.02490249,186.0663253
0.0250025,188.9530307
0.02510251,191.2855613
0.02520252,193.0057704
0.02530253,194.0924726
0.02540254,194.5636591
0.02550255,194.4765741
0.02560256,193.9255966
0.02570257,193.0379836
0.02580258,191.9676426
0.02590259,190.8872032
0.0260026,189.9787505
0.02610261,189.4236582
0.02620262,189.3920135
0.02630263,190.0321558
0.02640264,191.4608594
0.02650265,193.7546679
0.02660266,196.9428444
0.02670267,201.0023339
0.02680268,205.8550421
0.02690269,211.3676369
0.0270027,217.3539548
0.02710271,223.5799809
0.02720272,229.7712425
0.02730273,235.6223446
0.02740274,240.8082698
0.02750275,244.9969741
0.02760276,247.8627465
0.02770277,249.0997527
0.02780278,248.4351675
0.02790279,245.64131
0.0280028,240.5462321
0.02810281,233.0422733
0.02820282,223.0921808
0.02830283,210.7324967
0.02840284,196.0740324
0.02850285,179.2993804
0.02860286,160.6575403
0.02870287,140.4558648
0.02880288,119.0496515
0.02890289,96.82980718
0.0290029,74.20909996
0.02910291,51.60757384
0.02920292,29.43773829
0.02930293,8.090153094
0.02940294,-12.07999001
0.02950295,-30.76473409
0.02960296,-47.71318803
0.02970297,-62.73893037
0.02980298,-75.72470432
0.02990299,-86.62424361
0.030003,-95.46119742
0.03010301,-102.3252507
0.03020302,-107.3656593
0.03030303,-110.782532
0.03040304,-112.8162854
0.03050305,-113.735775
0.03060306,-113.8256553
0.03070307,-113.373548
0.03080308,-112.6575952
0.03090309,-111.9349458
0.0310031,-111.4316703
0.03110311,-111.3345238
0.03120312,-111.7848803
0.03130313,-112.875057
0.03140314,-114.6471265
0.03150315,-117.0941978
0.03160316,-120.1640293
0.03170317,-123.7647269
0.03180318,-127.7721876
0.03190319,-132.0388699
0.0320032,-136.4034168
0.03210321,-140.700626
0.03220322,-144.7712534
0.03230323,-148.4711573
0.03240324,-151.6793306
0.03250325,-154.3044328
0.03260326,-156.2895202
0.03270327,-157.6147628
0.03280328,-158.2980489
0.03290329,-158.3934858
0.0330033,-157.9879106
0.03310331,-157.1956331
0.03320332,-156.1517145
0.03330333,-155.004164
0.03340334,-153.905487
0.03350335,-153.0040456
0.03360336,-152.4357053
0.03370337,-152.3162159
0.03380338,-152.7347415
0.03390339,-153.7488854
0.0340034,-155.3814822
0.03410341,-157.6193292
0.03420342,-160.4139325
0.03430343,-163.6842315
0.03440344,-167.3211634
0.03450345,-171.1938295
0.03460346,-175.1569401
0.03470347,-179.0591418
0.03480348,-182.7517856
0.03490349,-186.0976614
0.0350035,-188.979225
0.03510351,-191.3058614
0.03520352,-193.0197762
0.03530353,-194.1001681
0.03540354,-194.5654242
0.03550355,-194.4731741
0.03560356,-193.91815
0.03570357,-193.0279096
0.03580358,-191.9565893
0.03590359,-190.876961
0.0360036,-189.9711541
0.03610361,-189.420482
0.03620362,-189.3948657
0.03630363,-190.0423759
0.03640364,-191.4794253
0.03650365,-193.7821163
0.03660366,-196.9792103
0.03670367,-201.0471113
0.03680368,-205.9071693
0.03690369,-211.4255075
0.0370037,-217.4154552
0.03710371,-223.6425524
0.03720372,-229.8319667
0.03730373,-235.6780484
0.03740374,-240.8556457
0.03750375,-245.032711
0.03760376,-247.8836652
0.03770377,-249.1029404
0.03780378,-248.4181048
0.03790379,-245.6019855
0.0380038,-240.4832385
0.03810381,-232.9548816
0.03820382,-222.9803881
0.03830383,-210.5970449
0.03840384,-195.9163988
0.03850385,-179.1217377
0.03860386,-160.4626886
0.03870387,-140.2471389
0.03880388,-118.830806
0.03890389,-96.60488547
0.0390039,-73.98229114
0.03910391,-51.38306487
0.03920392,-29.21956679
0.03930393,-7.882067307
0.03940394,12.27465849
0.03950395,30.94317942
0.03960396,47.87321672
0.03970397,62.87902203
0.03980398,75.84404429
0.03990399,86.72272649
0.040004,95.5394019
0.04010401,102.3843872
0.04020402,107.4074935
0.04030403,110.8092874
0.04040404,112.8305304
0.04050405,113.7402993
0.04060406,113.8233417
0.04070407,113.367245
0.04080408,112.6499963
0.04090409,111.9284809
0.0410041,111.4284137
0.04110411,111.3361219
0.04120412,111.7925032
0.04130413,112.889374
0.04140414,114.6683069
0.04150415,117.1219359
0.04160416,120.1975913
0.04170417,123.8030176
0.04180418,127.813832
0.04190419,132.0823064
0.0420042,136.4469957
0.04210421,140.7427095
0.04220422,144.8103108
0.04230423,148.5058518
0.04240424,151.7085924
0.04250425,154.3275162
0.04260426,156.3060402
0.04270427,157.6247123
0.04280428,158.3017941
0.04290429,158.3917403
0.0430043,157.9816917
0.04310431,157.1862009
0.04320432,156.1404986
0.04330433,154.9926818
0.04340434,153.8952568
0.04350435,152.9965014
0.04360436,152.432116
0.04370437,152.3176145
0.04380438,152.741867
0.04390439,153.7621421
0.0440044,155.4009168
0.04410441,157.6446286
0.04420442,160.4444412
0.04430443,163.7189883
0.04440444,167.358956
0.04450445,171.233263
0.04460446,175.1965165
0.04470447,179.0973465
0.04480448,182.7871757
0.04490449,186.128951
0.0450045,189.0053634
0.04510451,191.3260999
0.04520452,193.0337182
0.04530453,194.1078017
0.04540454,194.5671331
0.04550455,194.4697274
0.04560456,193.9106697
0.04570457,193.0178174
0.04580458,191.9455351
0.04590459,190.8667362
0.0460046,189.9635933
0.04610461,189.4173586
0.04620462,189.3977855
0.04630463,190.0526753
0.04640464,191.498078
0.04650465,193.8096545
0.04660466,197.0156638
0.04670467,201.0919684
0.04680468,205.9593628
0.04690469,211.4834257
0.0470047,217.4769797
0.04710471,223.7051204
0.04720472,229.8926567
0.04730473,235.7336854
0.04740474,240.9029214
0.04750475,245.0683151
0.04760476,247.9044205
0.04770477,249.1059373
0.04780478,248.4008285
0.04790479,245.5624301
0.0480048,240.4200034
0.04810481,232.8672448
0.04820482,222.8683538
0.04830483,210.4613628
0.04840484,195.7585533
0.04850485,178.943908
0.04860486,160.2676808
0.04870487,140.0382925
0.04880488,118.6118794
0.04890489,96.37992403
0.0490049,73.75548473
0.04910491,51.15859966
0.04920492,29.0014782
0.04930493,7.674099993
0.04940494,-12.46917768
0.04950495,-31.12145036
0.04960496,-48.0330524
0.04970497,-63.01890903
0.04980498,-75.96317504
0.04990499,-86.82100262
0.050005001,-95.61740872
0.050105011,-102.4433412
0.050205021,-107.4491653
0.050305031,-110.8359045
0.050405041,-112.844664
0.050505051,-113.7447408
0.050605061,-113.8209742
0.050705071,-113.360916
0.050805081,-112.6423972
0.050905091,-111.9220385
0.051005101,-111.4251982
0.051105111,-111.3377752
0.051205121,-111.8001906
0.051305131,-112.9037597
0.051405141,-114.6895553
0.051505151,-117.1497366
0.051605161,-120.2312066
0.051705171,-123.841349
0.051805181,-127.8555023
0.051905191,-132.1257525
0.052005201,-136.4905677
0.052105211,-140.78477
0.052205221,-144.8493308
0.052305231,-148.5404968
0.052405241,-151.7377957
0.052505251,-154.3505351
0.052605261,-156.3224939
0.052705271,-157.6345974
0.052805281,-158.3054803
0.052905291,-158.3899446
0.053005301,-157.9754341
0.053105311,-157.1767435
0.053205321,-156.1292725
0.053305331,-154.9812046
0.053405341,-153.8850465
0.053505351,-152.9889908
0.053605361,-152.428572
0.053705371,-152.3190671
0.053805381,-152.7490523
0.053905391,-153.7754609
0.054005401,-155.4204122
0.054105411,-157.6699839
0.054205421,-160.4749975
0.054305431,-163.7537819
0.054405441,-167.3967722
0.054505451,-171.2727055
0.054605461,-175.2360867
0.054705471,-179.1355301
0.054805481,-182.8225308
0.054905491,-186.1601938
0.055005501,-189.0314461
0.055105511,-191.3462768
0.055205521,-193.0475966
0.055305531,-194.1153735
0.055405541,-194.5687861
0.055505551,-194.4662343
0.055605561,-193.9031558
0.055705571,-193.007707
0.055805581,-191.9344802
0.055905591,-190.856529
0.056005601,-189.9560683
0.056105611,-189.4142879
0.056205621,-189.4007729
0.056305631,-190.0630541
0.056405641,-191.5168178
0.056505651,-193.8372826
0.056605661,-197.0522047
0.056705671,-201.136905
0.056805681,-206.0116223
0.056905691,-211.5413913
0.057005701,-217.538528
0.057105711,-223.7676846
0.057205721,-229.9533122
0.057305731,-235.7892552
0.057405741,-240.9500967
0.057505751,-245.1037861
0.057605761,-247.9250121
0.057705771,-249.1087432
0.057805781,-248.3833384
0.057905791,-245.5226438
0.058005801,-240.3565266
0.058105811,-232.7793627
0.058205821,-222.756078
0.058305831,-210.3254505
0.058405841,-195.6004961
0.058505851,-178.7658917
0.058605861,-160.0725172
0.058705871,-139.8293261
0.058805881,-118.392872
0.058905891,-96.15492328
0.059005901,-73.52868114
0.059105911,-50.93417861
0.059205921,-28.78347288
0.059305931,-7.466251488
0.059405941,12.66354728
0.059505951,31.29954669
0.059605961,48.19269494
0.059705971,63.15859126
0.059805981,76.08209656
0.059905991,86.91907205
0.060006001,95.695218
0.060106011,102.5021127
0.060206021,107.4906748
0.060306031,110.8623835
0.060406041,112.8586867
0.060506051,113.7491
0.060606061,113.8185532
0.060706071,113.3545613
0.060806081,112.6347982
0.060906091,111.9156188
0.061006101,111.422024
0.061106111,111.339484
0.061206121,111.8079425
0.061306131,112.918214
0.061406141,114.7108714
0.061506151,117.1775997
0.061606161,120.264875
0.061706171,123.879721
0.061806181,127.8971983
0.061906191,132.1692081
0.062006201,136.5341326
0.062106211,140.8268074
0.062206221,144.8883133
0.062306231,148.5750922
0.062406241,151.7669401
0.062506251,154.3734897
0.062606261,156.3388812
0.062706271,157.6444181
0.062806281,158.3091076
0.062906291,158.3880987
0.063006301,157.9691378
0.063106311,157.1672612
0.063206321,156.1180364
0.063306331,154.9697327
0.063406341,153.8748564
0.063506351,152.981514
0.063606361,152.4250732
0.063706371,152.320574
0.063806381,152.7562977
0.063906391,153.7888419
0.064006401,155.4399684
0.064106411,157.695395
0.064206421,160.5056015
0.064306431,163.788612
0.064406441,167.4346118
0.064506451,171.3121567
0.064606461,175.2756504
0.064706471,179.1736923
0.064806481,182.8578507
0.064906491,186.1913897
0.065006501,189.0574728
0.065106511,191.3663921
0.065206521,193.0614114
0.065306531,194.1228836
0.065406541,194.5703832
0.065506551,194.4626949
0.065606561,193.8956084
0.065706571,192.9975788
0.065806581,191.9234247
0.065906591,190.8463395
0.066006601,189.9485792
0.066106611,189.4112703
0.066206621,189.4038283
0.066306631,190.0735124
0.066406641,191.5356447
0.066506651,193.8650007
0.066606661,197.0888331
0.066706671,201.1819212
0.066806681,206.0639479
0.066906691,211.5994039
0.067006701,217.6000998
0.067106711,223.8302447
0.067206721,230.013933
0.067306731,235.8447576
0.067406741,240.9971713
0.067506751,245.1391236
0.067606761,247.9454396
0.067706771,249.1113578
0.067806781,248.3656343
0.067906791,245.4826264
0.068006801,240.2928082
0.068106811,232.6912354
0.068206821,222.6435609
0.068306831,210.1893082
0.068406841,195.4422273
0.068506851,178.587689
0.068606861,159.8771983
0.068706871,139.6202402
0.068806881,118.1737843
0.068906891,95.92988364
0.069006901,73.30188078
0.069106911,50.70980213
0.069206921,28.56555121
0.069306931,7.258522123
0.069406941,-12.85776703
0.069506951,-31.4774682
0.069606961,-48.35214416
0.069706971,-63.29806867
0.069806981,-76.20080884
0.069906991,-87.01693485
0.070007001,-95.77282985
0.070107011,-102.560702
0.070207021,-107.5320223
0.070307031,-110.8887248
0.070407041,-112.8725986
0.070507051,-113.753377
0.070607061,-113.8160789
0.070707071,-113.3481812
0.070807081,-112.6271995
0.070907091,-111.9092219
0.071007101,-111.4188913
0.071107111,-111.3412483
0.071207121,-111.815759
0.071307131,-112.9327369
0.071407141,-114.7322554
0.071507151,-117.2055253
0.071607161,-120.2985965
0.071707171,-123.9181334
0.071807181,-127.9389199
0.071907191,-132.2126731
0.072007201,-136.5776902
0.072107211,-140.8688216
0.072207221,-144.9272581
0.072307231,-148.6096378
0.072407241,-151.7960258
0.072507251,-154.3963799
0.072607261,-156.3552023
0.072707271,-157.6541744
0.072807281,-158.312676
0.072907291,-158.3862029
0.073007301,-157.9628031
0.073107311,-157.157754
0.073207321,-156.1067902
0.073307331,-154.9582661
0.073407341,-153.8646866
0.073507351,-152.974071
0.073607361,-152.4216199
0.073707371,-152.3221352
0.073807381,-152.763603
0.073907391,-153.802285
0.074007401,-155.4595853
0.074107411,-157.7208619
0.074207421,-160.536253
0.074307431,-163.8234786
0.074407441,-167.4724747
0.074507451,-171.3516166
0.074607461,-175.3152076
0.074707471,-179.2118331
0.074807481,-182.8931355
0.074907491,-186.2225386
0.075007501,-189.0834435
0.075107511,-191.3864456
0.075207521,-193.0751624
0.075307531,-194.1303319
0.075407541,-194.5719244
0.075507551,-194.4591093
0.075607561,-193.8880278
0.075707571,-192.9874327
0.075807581,-191.9123689
0.075907591,-190.8361679
0.076007601,-189.9411263
0.076107611,-189.4083059
0.076207621,-189.4069516
0.076307631,-190.0840502
0.076407641,-191.5545586
0.076507651,-193.8928086
0.076607661,-197.1255489
0.076707671,-201.2270167
0.076807681,-206.1163392
0.076907691,-211.6574636
0.077007701,-217.6616949
0.077107711,-223.8928004
0.077207721,-230.0745186
0.077307731,-235.9001923
0.077407741,-241.0441447
0.077507751,-245.1743275
0.077607761,-247.9657028
0.077707771,-249.1137808
0.077807781,-248.347716
0.077907791,-245.4423778
0.078007801,-240.228848
0.078107811,-232.6028628
0.078207821,-222.5308026
0.078307831,-210.052936
0.078407841,-195.2837473
0.078507851,-178.4093002
0.078607861,-159.6817244
0.078707871,-139.4110349
0.078807881,-117.9546167
0.078907891,-95.70480554
0.079007901,-73.07508409
0.079107911,-50.48547062
0.079207921,-28.34771356
0.079307931,-7.050912232
0.079407941,13.05183663
0.079507951,31.65521466
0.079607961,48.51139993
0.079707971,63.43734116
0.079807981,76.31931188
0.079907991,87.11459107
0.080008001,95.8502444
0.080108011,102.6191091
0.080208021,107.573208
0.080308031,110.9149286
0.080408041,112.8864001
0.080508051,113.7575722
0.080608061,113.8135516
0.080708071,113.341776
0.080808081,112.6196013
0.080908091,111.9028482
0.081008101,111.4158002
0.081108111,111.3430682
0.081208121,111.8236402
0.081308131,112.9473285
0.081408141,114.7537071
0.081508151,117.2335131
0.081608161,120.3323708
0.081708171,123.9565862
0.081808181,127.9806669
0.081908191,132.2561472
0.082008201,136.6212403
0.082108211,140.9108124
0.082208221,144.9661651
0.082308231,148.6441335
0.082408241,151.8250525
0.082508251,154.4192055
0.082608261,156.371457
0.082708271,157.6638663
0.082808281,158.3161856
0.082908291,158.3842571
0.083008301,157.9564301
0.083108311,157.1482221
0.083208321,156.0955343
0.083308331,154.9468051
0.083408341,153.8545371
0.083508351,152.966662
0.083608361,152.4182121
0.083708371,152.3237508
0.083808381,152.7709683
0.083908391,153.8157903
0.084008401,155.4792629
0.084108411,157.7463844
0.084208421,160.5669518
0.084308431,163.8583816
0.084408441,167.5103607
0.084508451,171.3910849
0.084608461,175.3547581
0.084708471,179.2499521
0.084808481,182.9283849
0.084908491,186.2536404
0.085008501,189.1093582
0.085108511,191.4064374
0.085208521,193.0888498
0.085308531,194.1377186
0.085408541,194.5734099
0.085508551,194.4554776
0.085608561,193.8804139
0.085708571,192.9772691
0.085808581,191.9013129
0.085908591,190.8260145
0.086008601,189.9337097
0.086108611,189.4053948
0.086208621,189.410143
0.086308631,190.0946677
0.086408641,191.5735598
0.086508651,193.9207064
0.086608661,197.162352
0.086708671,201.2721914
0.086808681,206.1687961
0.086908691,211.7155699
0.087008701,217.723313
0.087108711,223.9553514
0.087208721,230.1350688
0.087308731,235.9555588
0.087408741,241.0910167
0.087508751,245.2093973
0.087608761,247.9858014
0.087708771,249.116012
0.087808781,248.3295834
0.087908791,245.4018979
0.088008801,240.1646459
0.088108811,232.514245
0.088208821,222.417803
0.088308831,209.916334
0.088408841,195.1250561
0.088508851,178.2307257
0.088608861,159.4860958
0.088708871,139.2017109
0.088808881,117.7353696
0.088908891,95.47968939
0.089008901,72.84829148
0.089108911,50.26118449
0.089208921,28.1299603
0.089308931,6.843422146
0.089408941,-13.24575581
0.089508951,-31.83278585
0.089608961,-48.6704621
0.089708971,-63.57640865
0.089808981,-76.43760566
0.089908991,-87.21204078
0.090009001,-95.92746178
0.090109011,-102.6773344
0.090209021,-107.6142321
0.090309031,-110.9409951
0.090409041,-112.9000915
0.090509051,-113.7616859
0.090609061,-113.8109716
0.090709071,-113.335346
0.090809081,-112.612004
0.090909091,-111.8964978
0.091009101,-111.412751
0.091109111,-111.3449439
0.091209121,-111.8315861
0.091309131,-112.9619888
0.091409141,-114.7752265
0.091509151,-117.2615632
0.091609161,-120.366198
0.091709171,-123.9950792
0.091809181,-128.0224392
0.091909191,-132.2996303
0.092009201,-136.6647829
0.092109211,-140.9527797
0.092209221,-145.0050341
0.092309231,-148.6785793
0.092409241,-151.8540203
0.092509251,-154.4419667
0.092609261,-156.3876455
0.092709271,-157.6734939
0.092809281,-158.3196366
0.092909291,-158.3822615
0.093009301,-157.9500188
0.093109311,-157.1386657
0.093209321,-156.0842688
0.093309331,-154.9353498
0.093409341,-153.8444082
0.093509351,-152.9592871
0.093609361,-152.4148499
0.093709371,-152.3254208
0.093809381,-152.7783936
0.093909391,-153.8293578
0.094009401,-155.4990011
0.094109411,-157.7719626
0.094209421,-160.5976981
0.094309431,-163.8933209
0.094409441,-167.5482697
0.094509451,-171.4305617
0.094609461,-175.3943017
0.094709471,-179.2880495
0.094809481,-182.9635988
0.094909491,-186.2846951
0.095009501,-189.1352167
0.095109511,-191.4263674
0.095209521,-193.1024734
0.095309531,-194.1450436
0.095409541,-194.5748397
0.095509551,-194.4517999
0.095609561,-193.872767
0.095709571,-192.9670881
0.095809581,-191.8902568
0.095909591,-190.8158794
0.096009601,-189.9263296
0.096109611,-189.4025371
0.096209621,-189.4134027
0.096309631,-190.105365
0.096409641,-191.5926482
0.096509651,-193.9486941
0.096609661,-197.1992424
0.096709671,-201.3174453
0.096809681,-206.2213185
0.096909691,-211.7737227
0.097009701,-217.7849538
0.097109711,-224.0178975
0.097209721,-230.1955832
0.097309731,-236.0108568
0.097409741,-241.137787
0.097509751,-245.2443327
0.097609761,-248.0057351
0.097709771,-249.1180512
0.097809781,-248.3112361
0.097909791,-245.3611864
0.098009801,-240.100202
0.098109811,-232.425382
0.098209821,-222.3045623
0.098309831,-209.7795025
0.098409841,-194.9661541
0.098509851,-178.0519656
0.098609861,-159.2903127
0.098709871,-138.9922683
0.098809881,-117.5160433
0.098909891,-95.25453562
0.099009901,-72.62150337
0.099109911,-50.03694413
0.099209921,-27.91229182
0.099309931,-6.636052198
0.099409941,13.4395243
0.099509951,32.01018157
0.099609961,48.82933051
0.099709971,63.71527108
0.099809981,76.55569019
0.099909991,87.30928404
0.100010001,96.00448211
0.100110011,102.735378
0.100210021,107.6550949
0.100310031,110.9669246
0.100410041,112.913673
0.100510051,113.7657183
0.100610061,113.8083393
0.100710071,113.3288913
0.100810081,112.6044077
0.100910091,111.8901709
0.101010101,111.4097438
0.101110111,111.3468754
0.101210121,111.8395968
0.101310131,112.9767178
0.101410141,114.7968136
0.101510151,117.2896754
0.101610161,120.4000779
0.101710171,124.0336122
0.101810181,128.0642365
0.101910191,132.3431222
0.102010201,136.7083176
0.102110211,140.9947232
0.102210221,145.0438651
0.102310231,148.712975
0.102410241,151.8829291
0.102510251,154.4646634
0.102610261,156.4037677
0.102710271,157.6830573
0.102810281,158.3230289
0.102910291,158.3802162
0.103010301,157.9435695
0.103110311,157.1290849
0.103210321,156.0729938
0.103310331,154.9239003
0.103410341,153.8343
0.103510351,152.9519464
0.103610361,152.4115335
0.103710371,152.3271452
0.103810381,152.7858791
0.103910391,153.8429874
0.104010401,155.5188
0.104110411,157.7975963
0.104210421,160.6284915
0.104310431,163.9282962
0.104410441,167.5862015
0.104510451,171.4700466
0.104610461,175.4338382
0.104710471,179.3261249
0.104810481,182.9987771
0.104910491,186.3157025
0.105010501,189.161019
0.105110511,191.4462356
0.105210521,193.1160334
0.105310531,194.152307
0.105410541,194.576214
0.105510551,194.4480763
0.105610561,193.8650873
0.105710571,192.9568897
0.105810581,191.879201
0.105910591,190.8057628
0.106010601,189.9189862
0.106110611,189.3997332
0.106210621,189.4167307
0.106310631,190.1161422
0.106410641,191.6118238
0.106510651,193.9767717
0.106610661,197.23622
0.106710671,201.3627782
0.106810681,206.2739061
0.106910691,211.8319218
0.107010701,217.8466172
0.107110711,224.0804383
0.107210721,230.2560615
0.107310731,236.0660861
0.107410741,241.1844551
0.107510751,245.2791335
0.107610761,248.0255036
0.107710771,249.1198981
0.107810781,248.292674
0.107910791,245.3202433
0.108010801,240.035516
0.108110811,232.3362738
0.108210821,222.1910806
0.108310831,209.6424416
0.108410841,194.8070415
0.108510851,177.8730203
0.108610861,159.0943757
0.108710871,138.7827076
0.108810881,117.2966384
0.108910891,95.02934464
0.109010901,72.39472018
0.109110911,49.81274996
0.109210921,27.69470848
0.109310931,6.428802718
0.109410941,-13.63314181
0.109510951,-32.1874016
0.109610961,-48.98800502
0.109710971,-63.85392836
0.109810981,-76.67356544
0.109910991,-87.40632091
0.110011001,-96.08130551
0.110111011,-102.79324
0.110211021,-107.6957965
0.110311031,-110.9927174
0.110411041,-112.9271448
0.110511051,-113.7696698
0.110611061,-113.8056548
0.110711071,-113.3224123
0.110811081,-112.5968127
0.110911091,-111.8838677
0.111011101,-111.4067787
0.111111111,-111.3488628
0.111211121,-111.8476724
0.111311131,-112.9915155
0.111411141,-114.8184684
0.111511151,-117.3178497
0.111611161,-120.4340103
0.111711171,-124.0721851
0.111811181,-128.1060588
0.111911191,-132.3866228
0.112011201,-136.7518444
0.112111211,-141.0366429
0.112211221,-145.0826579
0.112311231,-148.7473206
0.112411241,-151.9117787
0.112511251,-154.4872954
0.112611261,-156.4198235
0.112711271,-157.6925564
0.112811281,-158.3263627
0.112911291,-158.3781212
0.113011301,-157.9370822
